"Name","position","college","jersey_number","birthday","age","coll_class","height","weight","hs_loc","hs_name","HS_recruitment","background_info","strengths","stats","GP","GS","pass_comp","pass_att","comp_pct","pass_yds","pass_td","qb_int","rush_att","rush_yds","rush_ypc","rush_TD","rec","rec_yds","rec_ypc","rec_TD","tackles","tfl","sacks","forced_fumbles","passes_defended","def_int","arm_length","hand_size","wingspan","forty_dash","twenty_shuttle","ten_split","vert_jump","broad_jump","short_shuttle","three_cone","bench","season","draft_year","draft_team","draft_round","draft_ovr","pfr_id"
"PORTER GUSTIN","EDGE","USC",45,"2/8/1997","22.22","SR",76.5,255,"Elk Ridge, Utah","Salem Hills",4,"A four-star linebacker recruit out of high school, Porter Gustin spent his freshman and sophomore seasons at Emmett High (Idaho) before his family moved to Salem, Utah after his father (John) was let go as Emmett’s basketball coach. He lettered in four sports (baseball, basketball, football and track) at Salem Hills, winning the 2015 regional title in the shot put (52-7.5). On the football field, Gustin played quarterback and linebacker and finished his senior season with 152 tackles, 29.0 tackles for loss, 10.5 sacks and two interceptions, adding 2,864 passing yards, 60.7% completions (212-for-349) and 32 total touchdowns on offense. He was named a Parade First Team All-American and First Team All-State in 2014. Gustin ranked as a top-50 recruit in the country and the No. 4 outside linebacker, committing to USC over Arizona State, Ohio State and Utah. His father (John) played quarterback at Wyoming (1991-94); his mother (Scarlett) and aunt (Amberli) were the Gatorade Idaho Girls High School Basketball Players of the Year in 1987 and 1989, respectively, before playing college basketball at BYU; his sister (Lauren) was the Gatorade Utah Girls High School Basketball Player of the Year in 2018 and now plays collegiately; his older brother (Gunner) played wide receiver at Division- II Dixie State. Gustin received an invitation to the 2019 Senior Bowl, but was unable to participate due to injury.","Outstanding size and strength with adequate length…natural joint flexibility and likes to play low…quickly finds his edge speed and controls his arc momentum to shave the corner…violent hands to bury his reach into blockers…proficient with push-pull techniques, getting blockers off-balanced…controls the outside run game, filtering the ballcarrier inside…maniacal approach with his diet and conditioning, he takes care of his body like a well-oiled machine…plays with nonstop effort and merciless intensity…nicknamed “Superman” by his coaches for his ability to tough out injuries…senior captain.","YEAR (GP/GS)     TKLS   TFL     SACK   FF     PD    INT    NOTES 2015: (14/2)     27     7.0     5.5    0      0     0 2016: (13/13)    68     13.0    5.5    0      4     0      All-Pac 12 Honorable Mention 2017: (4/2)      16     3.0     3.0    0      0     0 2018: (6/5)      28     10.0    7.0    0      1     0      Second Team All-Pac 12; Team Captain Total: (37/22)   139    33.0    21.0   0      5     0              HT       WT       ARM      HAND       WING     40-YD 20-YD 10-YD        VJ        BJ        SS     3C      BP COMBINE     6044     255      33       10         78 1/2   4.69  2.76  1.63         35 1/2    09’11”    -      -       31    (no shuttle or 3-cone – choice) PRO DAY                                                    4.73  2.76  1.60         36        10’00”    4.22   6.97    -     (stood on Combine bench)  ",6,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,10,7,0,1,0,33,10,78.5,4.69,2.76,1.63,35.5,119,.,.,31,2019,.,.,.,.,"GustPo00"
"DARRYL JOHNSON JR","EDGE","North Carolina A&T",40,"4/4/1997","22.07","rJR",78,253,"Kingsland, Ga.","Camden",0,"A no-star recruit out of high school, Darryl Johnson Jr. played basketball and football at Camden County, lining up at defensive end and tight end. At only 205 pounds, he wasn’t highly recruited, with a few Division-II programs offering partial scholarships. Georgia Southern, where Johnson’s father (Darryl Sr.) played running back, offered him a preferred walk-on opportunity. FCS-level North Carolina A&T swooped in and made him a late addition to their 2015 recruiting class. Johnson elected to skip his senior season and enter the 2019 NFL Draft.","Flexible athlete who can bend, dip and corner…loose-jointed movement skills, allowing him to cleanly redirect in space…moves well laterally to sidestep blockers and regain his momentum…skilled at making himself skinny through gaps…owns long arms and large hands…looks comfortable standing up and covering tight ends…puts in the “extra time and effort,” according to his coaches…excellent backfield production with 41.0 tackles for loss over 36 games played.","YEAR (GP/GS) TKLS       TFL     SACK   FF     PD    INT    NOTES 2015: Redshirted 2016: (12/0)    26      6.5     2.0    0      0     0 2017: (12/11) 40        15.5    6.5    4      0     0      First Team All-MEAC 2018: (12/11) 50        19.0    10.5   1      3     0      MEAC Defensive Player of the Year; First Team All-MEAC Total: (36/22) 116      41.0    19.0   5      3     0              HT       WT       ARM      HAND       WING     40-YD 20-YD 10-YD        VJ        BJ        SS     3C      BP COMBINE     6060     253      33 7/8   10         77 7/8   -     -     -            -         -         -      -       20    (no run, jumps or shuttle – hamstring) PRO DAY                                                    4.80  2.78  1.65         32 1/2    09’04”    4.56   6.97    -     (stood on Combine bench)  ",12,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,19,10.5,1,3,0,33.875,10,77.875,.,.,.,.,.,.,.,20,.,.,.,.,.,.
"WYATT RAY","EDGE","Boston College",11,"10/24/1996","22.52","SR",75.25,257,"Boca Raton, Fla.","St. Thomas Aquinas",3,"A three-star defensive end recruit out of high school, Wyatt Ray, who is the grandson of legendary musician Nat King Cole, was part of the 2014 state championship at St. Thomas Aquinas, which also included 2019 NFL Draft prospects Nick Bosa and Jordan Scarlett. As a senior, he finished with 70 tackles, 20.0 tackles for loss, 7.5 sacks and two forced fumbles to earn First Team All-State and All-County honors. Ray was the No. 134 recruit in the state of Florida, committing to Boston College over Louisville, Minnesota and Syracuse. He accepted his invitation to the 2019 East-West Shrine Game.","Quick first step when he times up the snap…uses his initial momentum to wear down the corner…displays a quick swipe move to slingshot past the shoulder of blockers and around the arc…flashes the ability to lean into blockers, converting his speed into power and creating movement…looks comfortable playing on his feet and dropping into space…productive senior campaign, finishing top-10 in school history with 16.5 career sacks.","YEAR (GP/GS)     TKLS   TFL    SACK    FF    PD   INT    NOTES 2015: (12/0)     4      1.5    0.5     0     1    0 2016: (13/0)     27     7.0    4.5     1     0    0 2017: (13/5)     39     4.0    2.5     0     1    0 2018: (12/12)    44     11.5   9.0     0     2    0      Third Team All-ACC Total: (50/17)   114    23.0   16.5    1     4    0              HT      WT ARM         HAND WING 40-YD 20-YD 10-YD                      VJ        BJ        SS     3C      BP COMBINE     6032 257 32 1/2 09 3/8 79 1/4 4.83                 2.82 1.67            34        09’10”    4.31   7.34    25 PRO DAY     N/A (stood on Combine numbers; positional drills only)  ",12,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,11.5,9,0,2,0,32.5,9.375,79.25,4.83,2.82,1.67,34,118,4.31,7.34,25,2019,.,.,.,.,"RayxWy01"
"LANDIS DURHAM","EDGE","Texas A&M",46,"8/31/1997","21.66","SR",73.875,255,"Plano, Texas","East",3,"A three-star linebacker recruit out of high school, Landis Durham was a three-year starter at Plano East, bouncing between linebacker and defensive end over his prep career. After playing mostly in a stand-up role as a junior (91 tackles), he moved to the defensive line as a senior and finished with 42 tackles and 2.0 sacks, earning All-County honors. Durham was the No. 75 recruit in the state of Texas and signed with Texas A&M (as a linebacker) over offers from Baylor, Texas Tech and Washington. He moved from linebacker to defensive end prior to the 2017 season, starting the final two seasons for the Aggies. Durham accepted his invitation to the 2019 East-West Shrine Game.","Physically strapped together…powerful hands and upper body to set a hard edge…moves well laterally to mirror up/down the line of scrimmage…rushes low and controlled…extends to get his hands involved early in his rush, fighting off jabs and using his grip strength to rip through bodies…stays balanced at the top of his rush to diversify his attack…consistent production each of the last two seasons.","YEAR (GP/GS)     TKLS   TFL    SACK    FF    PD   INT    NOTES 2015: (5/0)      3      0.0    0.0     0     0    0      LB 2016: (4/0)      3      1.0    0.0     0     0    0      LB 2017: (13/10)    56     12.0   10.5    3     0    0      DE 2018: (13/13)    50     10.5   6.5     0     1    0      DE Total: (35/23)   112    23.5   17.0    3     1    0              HT      WT ARM            HAND     WING      40-YD 20-YD 10-YD          VJ        BJ        SS     3C      BP COMBINE     N/A (not invited) PRO DAY     6017 255 32               10       76 3/8    4.85     2.79    1.72      35        09’09”    4.43   7.38    17  ",13,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,10.5,6.5,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"MALIK REED","EDGE","Nevada",90,"8/5/1996","22.73","rSR",73.25,234,"Dothan, Ala.","Dothan",2,.,.,"YEAR (GP/GS) TKLS       TFL     SACK     FF     PD       INT    NOTES 2014: Redshirted 2015: (13/1)    15      3.5     1.0      0      1        0 2016: (12/12) 59        9.5     5.0      3      0        0      Second Team All-MWC 2017: (12/12) 49        10.0    8.0      4      1        0      First Team All-MWC 2018: (13/13) 77        15.5    8.0      4      2        0      First Team All-MWC; Team Captain Total: (50/38) 200      38.5    22.0     11     4        0               HT      WT ARM            HAND         WING        40-YD 20-YD 10-YD       VJ         BJ       SS      3C      BP COMBINE      N/A (not invited) PRO DAY      6012 234 31 1/4           09 3/8       76          4.80    2.83   1.63     32 1/2     09’11”   4.35    6.89    19  ",13,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77,15.5,8,4,2,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"GERRI GREEN","EDGE","Mississippi State",4,"9/14/1995","23.63","rSR",76,252,"Greenville, Miss.","Weston",4,.,.,"YEAR (GP/GS) TKLS       TFL     SACK     FF     PD       INT    NOTES 2014: Redshirted 2015: (13/1)    49      2.5     0.0      0      3        2 2016: (13/0)    43      0.5     0.0      0      1        0 2017: (13/13) 38        11.0    5.0      3      4        1 2018: (13/13) 31        6.5     3.5      0      1        0      Team Captain Total: (52/27) 161      20.5    8.5      3      9        3               HT      WT ARM         HAND WING 40-YD 20-YD 10-YD                         VJ         BJ       SS      3C      BP COMBINE      6040 252 33            10      78 3/8 4.63         2.73 1.65               35         09’06”   4.42    7.27    24 PRO DAY      N/A (stood on Combine numbers; positional drills only)  ",13,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,6.5,3.5,0,1,0,33,10,78.375,4.63,2.73,1.65,35,114,4.42,7.27,24,2019,2019,"Indianapolis Colts",6,199,"GreeGe00"
"KYLE PHILLIPS","EDGE","Tennessee",5,"5/5/1997","21.99","SR",75.75,277,"Nashville, Tenn.","Hillsboro",5,.,.,"YEAR (GP/GS)     TKLS   TFL     SACK     FF     PD       INT    NOTES 2015: (6/0)      8      1.5     1.0      0      0        0 2016: (11/1)     15     2.0     0.0      0      2        0 2017: (12/7)     35     4.5     2.0      0      2        0 2018: (12/12)    56     8.0     5.0      1      5        1 Total: (41/20)   114    16.0    8.0      1      9        1               HT      WT ARM            HAND         WING        40-YD 20-YD 10-YD       VJ         BJ       SS      3C      BP COMBINE      N/A (not invited) PRO DAY      6036 277 33 1/2           09 3/4       80 3/4      4.68    2.72   1.66     32 1/2     09’07”   4.77    7.44    17  ",12,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,8,5,1,5,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"TIM WARD","EDGE","Old Dominion",2,"8/11/1996","22.72","SR",77.375,265,"High Point, N.C.","High Point Central",2,.,.,"YEAR (GP/GS)     TKLS   TFL    SACK     FF      PD       INT   NOTES 2015: (12/2)     23     5.0    2.5      0       4        1 2016: (13/0)     25     6.5    5.0      1       0        0 2017: (12/2)     37     10.0   3.0      0       2        0 2018: (10/6)     41     9.0    3.5      0       3        0 Total: (47/10)   125    30.5   14.0     1       9        1              HT      WT ARM             HAND         WING       40-YD 20-YD 10-YD        VJ         BJ       SS     3C     BP COMBINE     N/A (not invited) PRO DAY     6053 265 34 1/2            10 1/8       82         (N/A)  ",10,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,9,3.5,0,3,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"MARKUS JONES","EDGE","Angelo State",43,.,.,"rSR",75.5,249,"Fort Worth, Texas","Crowley",0,.,.,"YEAR (GP/GS) TKLS       TFL    SACK     FF      PD       INT   NOTES 2014: Redshirted 2015: (11/0)    25      6.5    1.5      1       1        0 2016: (11/11) 54        16.0   7.5      2       0        0     First Team All-LSC 2017: (11/11) 63        19.5   10.5     4       1        0     LSC Defensive Player of the Year; First Team All-LSC 2018: (12/12) 84        36.5   17.5     4       0        0     Division-II Defensive Player of the Year; First Team All-American; Gene Upshaw Award; Led NCAA in TFLs Total: (45/34) 226      77.5   37.0     11      2        0              HT      WT ARM             HAND         WING       40-YD 20-YD 10-YD        VJ         BJ       SS     3C     BP COMBINE     N/A (not invited) PRO DAY     6034 249 31 5/8            09 5/8       77 5/8     4.88     2.80   1.71     35         10’02”   4.56   7.30   19  ",12,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,84,36.5,17.5,4,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"QUINTON BELL","EDGE","Prairie View A&M",8,"5/9/1996","22.98","SR",75.375,238,"Long Beach, Calif.","Costa Mesa",0,.,.,"YEAR (GP/GS) REC        YDS      AVG     TD                    NOTES 2014: Redshirted                                               WR 2015: (6/0)     2       24     12.0      0                     WR 2016: (10/3)    9       138    15.3      1                     WR 2017: (9/2)     8       97     12.1      0                     WR Total: (25/5)   19      259    13.6      1  YEAR (GP/GS)     TKLS TFL      SACK     FF      PD       INT   NOTES 2018: (10/9)     46   10.0     7.5      0       0        0     DE Total: (10/9)    46   10.0     7.5      0       0        0              HT      WT ARM             HAND         WING       40-YD 20-YD 10-YD        VJ         BJ       SS     3C     BP COMBINE     N/A (not invited) PRO DAY     6033 238 32 1/2            09 3/4       78         4.52     2.65   1.59     41 1/2     11’04”   4.35   7.25   23  ",10,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,10,7.5,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
